# /Users/e30737/Desktop/Data/MANGO/cvo/redline/2021/334/06/mango-cvo-redline-20211130-062400.hdf5
# Name     Azimuth      Elevation        X      Y

24436    140.02049246532223    29.920309691822638    293.8679517440336    45.56045108838191
27989    119.39847671077777    37.17945194481797    363.13099921321793    61.05350118017316
25336    127.82662824490146    40.913092403284274    338.5243902439024    75.6351953842119
21421    134.25540487732334    56.09608473741412    326.67676370312097    123.02570154733809
24608    71.34150730819137    65.19589192851161    412.7998950957251    189.09900340938896
37826    79.55902010281112    31.340932296134735    486.61972200367165    102.9758720167847
36850    77.31102585357195    35.435132709232214    482.06294256490946    117.1018882769473
15863    32.48913591097154    81.82905486569781    373.1559139784946    242.86900078678207
5447    259.1899113931264    68.02645820332255    288.399816417519    296.18332022029904
677    261.6008807276736    53.58605048235054    256.95803829006036    333.09323367427226
113881    272.1765095232903    41.26942694442612    253.31261473905064    380.4837398373984
112158    277.78205427217307    38.679983522254794    263.33752950432734    395.97678992918964
746    316.94995685355275    59.89651092502888    365.409388932599    344.9408602150538
3179    313.89277318320444    64.59938672215264    356.75150799895096    329.90348806713877
4427    324.84973980553735    64.84074862865228    374.0672698662471    325.34670862837663
28360    70.8516501935315    57.623203510058445    437.15097402597405    177.44285714285712
