# /Users/e30737/Desktop/Data/MANGO/eio/redline/2022/093/04/mango-eio-redline-20220403-044000.hdf5
# Name        Azimuth         Elevation          X          Y

53910    350.7384741444214    75.37042069097451    371.33898247289096    294.6861147104959
58001    23.584257989979484    76.93864911783508    381.2926072427198    269.5650617199755
59774    26.272594908688937    72.46182154604877    397.40799972720447    271.46099024756194
62956    39.666802399387294    69.23943062899946    410.2055172884129    257.7155084225602
67301    61.32429375393131    63.29580721877253    423.9509991134147    223.58879492600425
24608    307.8254048616475    28.468487482227136    327.3317010857994    456.732701724505
28360    302.3795383423694    34.4586150664232    311.3097721950181    438.5008516074089
37826    269.75939468250266    44.895945794828634    238.38237172663403    369.99329359165415
37279    248.83013595405444    29.118869522393588    160.48264849904191    347.89408132850747
72607    19.86001812822065    49.990283035508725    464.67503231365794    303.54640856773557
11767    359.3040001774556    41.51543860524956    460.4157844525144    364.24069058903183
49669    212.21320966679187    56.26570690650512    222.96271619375892    239.65769065058163
76267    84.92395971575678    36.29642329982765    465.20743829630095    128.38484027820516
65474    143.84955739781327    29.422880908836863    293.4735707704458    63.2136714636714
