# /Users/e30737/Desktop/Data/MANGO/mto/redline/2023/072/06/mango-mto-redline-20230313-065600.hdf5
# Name          Azimuth  Elevation   X    Y
53910    324.1355411560587    79.43099446618648    322.9928050194367    226.21939575803037
58001    11.171774176668144    84.48025148985947    336.26430471254173    251.81443088044733
59774    23.746662029599783    80.24189848702923    324.4147514151265    262.7160199140694
62956    47.01035648443867    77.1789937929032    327.7326263384027    280.7273409261406
67301    75.66641056149786    70.19862775737143    344.79598308668074    313.90609015890334
71075    93.02784295072243    58.72005775884193    372.2869467366842    353.246607106322
11767    359.29940754061806    47.73588753811811    207.8151469685603    256.55425219941344
72607    21.530356245774804    57.59977800574531    253.0638822369348    295.6345964220312
80331    44.20580627438418    50.18609929333968    265.7910269051979    348.9907029159036
85670    51.00870448609158    38.275052241776095    257.4694323144105    392.0671925623327
87833    49.018948661046515    34.481830290968944    244.7422876461474    399.4097760247922
91262    54.481692887641046    20.776099845500532    239.84723200450773    441.99676010705736
49669    217.71696016204055    48.308272668510995    461.2807909996875    143.1481648668356
57632    178.96671667982886    56.27495529327098    473.34718219382626    234.8527379422896
54827    186.37202072855703    1.476024693399935    448.7317441577833    206.85871037188787
37826    269.00684257754136    39.89840418475606    339.65156776276956    71.23247334976907
24608    308.4306931245417    28.47037753313055    209.10173822466717    94.2867419680349
28360    301.94837580223714    33.63020828486198    237.60666970476225    92.47690504866375
65474    152.77818103354696    26.667750594812393    553.8756713648645    321.4212753491097
63608    150.75187207046952    49.46140154425897    486.00678688844766    301.0606100061846
63090    156.2672515171642    42.73162527271287    511.3445037596432    294.27372155854295
67927    127.8575152480878    50.43689669032325    450.71496696071097    344.0442368412486
76267    94.90011228741248    41.23698484838576    386.40697035281175    410.28647497337596
80816    88.95366368347919    28.432563516912214    371.60398845717816    452.3078429351747
37279    251.71634398273576    22.367886469567168    403.5975299735476    23.02136796179866
46390    218.60096644415165    25.336787043631325    510.56101205812627    92.73863753478304
25428    293.3222937029025    17.793021254823465    238.8546669414957    37.34683431241194
