# /Users/e30737/Desktop/Data/MANGO/mdk/redline/2022/121/06/mango-mdk-redline-20220501-060000.hdf5
# Name        Azimuth      Elevation       X        Y

53910    315.9524233708699    54.08305143946482    235.62869553505288    304.7092733517408
58001    314.6228897455291    61.95595534010221    259.03094484477066    292.0720587244932
59774    324.06252359662676    63.26868144645645    268.85988955485215    305.17731833793516
62956    330.19275870060034    68.08198474938857    287.58168900262643    301.9010034345747
67301    340.8111923276535    78.11922815067169    319.40874806384267    287.3916088625496
11767    359.84034657834763    37.48779932570936    276.7327922077922    414.7
72607    4.457637938855329    53.757798297002076    306.0529220779221    370.88831168831166
67927    191.40902224089714    69.84518574375454    360.98603896103896    190.9233766233766
65474    194.61849107521945    39.45242717310615    371.09642857142865    93.18961038961038
64962    193.4768484068582    27.38659495804227    380.1957792207793    60.49935064935062
61359    204.32364663083956    24.318627891084592    341.10227272727275    48.70389610389611
60965    208.31400118471703    30.312939855957303    329.30681818181824    66.2285714285714
59803    211.34275134069136    28.000195597469297    318.5224025974026    60.16233766233768
59316    210.26025077077963    22.841757830333076    319.5334415584416    46.681818181818244
49669    261.05723724273196    30.26681818232222    182.70616883116884    154.18896103896105
91262    67.199881467602    39.2393648803754    461.0788961038961    377.29155844155844
87833    52.17925701869203    49.052913023101596    411.2009740259741    377.6285714285714
85670    50.983095063455174    53.101265836649254    402.4386363636364    366.50714285714287
102098    48.506712358219964    21.537461522748295    435.8029220779222    453.1194805194805
100453    55.101567447610584    21.788841643955763    457.70876623376626    441.6610389610389
80763    147.71859664499556    17.70563438636146    532.1886363636364    128.912987012987
