# /Users/e30737/Desktop/Data/MANGO/par/redline/2023/045/06/mango-par-redline-20230214-060800.hdf5
# Name    Azimuth    Elevation     X     Y
53910    18.37486617823797    67.24425830372493    357.95292207792215    312.9220779220779
58001    36.382628970602575    64.33213563427032    384.91396103896113    314.94415584415583
62956    40.358440443145795    55.61170980346367    403.89248872696595    335.30815083012857
67301    53.091949126601996    48.619927430563266    440.2150606245367    337.10432196792055
32349    232.37161963497    18.662652118113463    201.68058668745735    66.94763343403827
37279    238.294053375905    43.87997716116863    235.9982295422798    131.0674398206802
37826    267.1331876676447    58.30674586257397    244.12609232368513    210.53987590553226
24608    305.4769477711751    35.144815974677165    184.52176526004612    308.9773251469967
27989    260.76482080827645    25.41758086430144    154.7196017282266    163.5788909463015
28360    301.8414006181525    42.17208280213694    200.77749082285678    292.7215995841861
65474    126.06617054411875    24.742056569032005    537.239597942964    149.18171458625528
40526    232.03462268130218    53.041586232947395    266.7452080411407    143.49564633006077
43813    215.1825278015426    55.84342988223598    301.67391304347825    132.93580528284247
49669    181.8041452854966    66.64267133990504    360.971482000935    158.92926016830296
46390    195.3530764840776    44.83846269951513    337.41491351098637    87.44725923328656
63090    120.5685721134957    40.39328729162891    501.52045454545464    182.16103896103897
63608    111.51118397589053    44.28077578060501    497.4762987012988    209.7961038961039
57632    127.24541805164144    59.79589009698857    438.836038961039    191.5974025974026
54872    132.85629025922495    69.75361976396158    405.8087662337663    201.03376623376624
54879    140.70233856008198    65.61189423370365    412.549025974026    184.85714285714283
